mid,m_id,name,UATYPE,m_pop,m_house_unit,m_land,m_water,m_lat_d,m_long_d,m_lat_r,m_long_r
m59098,59098,"Moose Lake, MN Urban Cluster",C,3080,935,4.02,0.581,46.434903,-92.764382,0.8104419451941924,-1.6190438944777623
m59113,59113,"Mora, MN Urban Cluster",C,3670,1714,2.456,0.187,45.867484,-93.294754,0.8005386154058186,-1.6283006321381497
m59167,59167,"Morehead, KY Urban Cluster",C,7282,2665,4.893,0.051,38.177953,-83.442178,0.6663309815216467,-1.456340741135177
m59194,59194,"Morehead City, NC Urban Cluster",C,44798,35096,47.73,4.09,34.73783,-76.860011,0.6062895084980618,-1.3414602550690593
m59210,59210,"Morgan, UT Urban Cluster",C,3518,1151,2.404,0.0,41.040936,-111.679278,0.7162994613002716,-1.9491711073500677
m59221,59221,"Morgan City, LA Urban Cluster",C,32022,13590,23.057,1.061,29.69095,-91.190811,0.5182048355450104,-1.5915798995138628
m59248,59248,"Morganfield, KY Urban Cluster",C,5210,1755,3.008,0.003,37.687883,-87.909588,0.6577776464563981,-1.534311754671697
m59275,59275,"Morgantown, WV Urbanized Area",U,70350,32056,37.495,1.274,39.641369,-79.926351,0.6918724090480121,-1.3949779840546623
m59302,59302,"Morrilton, AR Urban Cluster",C,6272,2883,5.683,0.034,35.161091,-92.739342,0.6136768065433454,-1.618606864033063
m59329,59329,"Morris, IL Urban Cluster",C,15668,6774,10.081,0.175,41.373469,-88.423222,0.7221032570218058,-1.5432763591218852
m59356,59356,"Morris, MN Urban Cluster",C,5123,2109,2.606,0.0,45.586877,-95.908567,0.7956410993516752,-1.6739202750195805
m59383,59383,"Morrison, IL Urban Cluster",C,4139,1837,2.067,0.0,41.809183,-89.965195,0.7297079009188403,-1.5701888649487399
m59410,59410,"Morristown, TN Urbanized Area",U,59036,25167,59.842,0.145,36.197981,-83.340893,0.6317739510243494,-1.4545729844022943
m59437,59437,"Morro Bay--Los Osos, CA Urban Cluster",C,26772,15046,11.947,0.022,35.355298,-120.844623,0.6170663581237661,-2.1091365546812675
m59464,59464,"Morton, MS Urban Cluster",C,2979,1083,2.37,0.0,32.351681,-89.655661,0.5646433520048916,-1.5647864775018716
m59491,59491,"Moscow, ID Urban Cluster",C,24212,10065,5.899,0.003,46.73131,-116.993349,0.8156152232701513,-2.041919142984815
m59501,59501,"Moscow, PA Urban Cluster",C,2811,1112,2.73,0.0,41.366093,-75.555215,0.7219745215361787,-1.3186872688022075
m59518,59518,"Moses Lake, WA Urban Cluster",C,32978,12875,26.589,5.092,47.149902,-119.305972,0.8229210318926594,-2.0822820286921644
m59545,59545,"Moulton, AL Urban Cluster",C,2919,1385,3.239,0.006,34.480496,-87.284371,0.6017981829207347,-1.5233996594822554
m59572,59572,"Moultrie, GA Urban Cluster",C,18677,7843,18.183,0.522,31.173919,-83.776561,0.5440875273000182,-1.462176825447873
m59605,59605,"Moundville, AL Urban Cluster",C,2578,1031,3.109,0.007,33.001321,-87.611067,0.5759817089575475,-1.529101580335351
m59626,59626,"Mountain City, TN Urban Cluster",C,2698,1304,2.967,0.0,36.475089,-81.810811,0.6366103980079659,-1.4278680156767947
m59653,59653,"Mountain Grove, MO Urban Cluster",C,4603,2213,2.731,0.014,37.134141,-92.261683,0.6481130253498196,-1.6102701417812795
m59680,59680,"Mountain Home, AR Urban Cluster",C,14180,7259,11.022,0.016,36.344962,-92.376861,0.6343392534122233,-1.6122803771071417
m59707,59707,"Mountain Home, ID Urban Cluster",C,16531,7215,7.573,0.003,43.140696,-115.690578,0.7529471868019476,-2.0191814996353163
m59734,59734,"Mountain Home AFB, ID Urban Cluster",C,3238,1125,7.661,0.12,43.047883,-115.867648,0.7513272943632942,-2.022271954141823
m59745,59745,"Mountain House, CA Urban Cluster",C,9616,3214,1.435,0.0,37.776637,-121.546668,0.6593266959807131,-2.121389551428431
m59761,59761,"Mountain Lake Park, MD Urban Cluster",C,4720,2256,4.195,0.016,39.407698,-79.391965,0.6877940807315844,-1.3856511888780998
m59815,59815,"Mount Airy, NC--VA Urban Cluster",C,19457,9310,23.933,0.185,36.507243,-80.614222,0.6371715911756523,-1.406983597833648
m59827,59827,"Mount Angel, OR Urban Cluster",C,3568,1312,1.283,0.0,45.067595,-122.792781,0.7865779187053338,-2.143138326130335
m59842,59842,"Mount Carmel, IL Urban Cluster",C,7300,3488,3.963,0.0,38.419002,-87.769248,0.6705380802302865,-1.531862359599448
m59896,59896,"Mount Gilead, OH Urban Cluster",C,3884,1789,2.31,0.0,40.553827,-82.838907,0.7077978054341745,-1.4458116759033783
m59910,59910,"Mount Holly Springs, PA Urban Cluster",C,4416,1802,3.537,0.107,40.114988,-77.200752,0.700138619998015,-1.3474073074155974
m59923,59923,"Mount Hood Village, OR Urban Cluster",C,3638,2083,4.262,0.0,45.360498,-122.000969,0.7916900404443028,-2.129318599673534
m59950,59950,"Mount Horeb, WI Urban Cluster",C,6997,2822,2.83,0.0,43.00763,-89.730168,0.7506247469794889,-1.5660868699676553
m59977,59977,"Mount Morris, IL Urban Cluster",C,3457,1632,2.034,0.0,42.044537,-89.424877,0.733815603126579,-1.5607585368409491
m60004,60004,"Mount Morris, NY Urban Cluster",C,4028,1830,3.289,0.0,42.737647,-77.87954,0.7459126547050771,-1.3592543929386247
m60031,60031,"Mount Olive, NC Urban Cluster",C,5196,2380,3.337,0.0,35.191878,-78.073603,0.614214141060157,-1.3626414312449224
m60058,60058,"Mount Orab, OH Urban Cluster",C,3030,1223,2.737,0.0,39.026273,-83.929185,0.6811369586321651,-1.464840616765437
m60085,60085,"Mount Pleasant, IA Urban Cluster",C,8636,3349,5.779,0.0,40.964994,-91.546303,0.7149740233597219,-1.5977844053783623
m60112,60112,"Mount Pleasant, MI Urban Cluster",C,37447,13763,16.627,0.147,43.591748,-84.759941,0.7608195292996531,-1.479340044246135
m60139,60139,"Mount Pleasant, TN Urban Cluster",C,3507,1639,2.591,0.0,35.539122,-87.206639,0.6202746921679522,-1.5220429801480952
m60166,60166,"Mount Pleasant, TX Urban Cluster",C,15987,5645,13.739,0.308,33.166773,-94.97814,0.5788693911115572,-1.657681260420127
m60176,60176,"Mount Pleasant, UT Urban Cluster",C,3207,1119,2.006,0.0,39.544356,-111.452727,0.6901792127807748,-1.9452170464763818
m60195,60195,"Mount Pocono--Emerald Lakes, PA Urban Cluster",C,24216,11296,17.236,0.413,41.157272,-75.360471,0.7183299075388716,-1.3152883448037036
m60223,60223,"Mount Shasta--Weed, CA Urban Cluster",C,7746,3981,7.312,0.006,41.323604,-122.32464,0.7212329485902989,-2.1349677243167564
m60247,60247,"Mount Sterling, IL Urban Cluster",C,4088,997,1.473,0.0,39.981326,-90.762035,0.6978057780132144,-1.5840963465603315
m60274,60274,"Mount Sterling, KY Urban Cluster",C,10835,5053,5.862,0.02,38.055763,-83.949327,0.6641983637086347,-1.4651921609833736
m60301,60301,"Mount Union, PA Urban Cluster",C,3859,1886,2.356,0.069,40.382369,-77.871283,0.70480529880529,-1.3591102811022875
m60328,60328,"Mount Vernon, IL Urban Cluster",C,16008,7893,10.752,0.068,38.3179,-88.918401,0.6687735174499352,-1.5519188630586185
m60355,60355,"Mount Vernon, IN Urban Cluster",C,7011,3196,5.103,0.024,37.938756,-87.892756,0.6621562063107538,-1.5340179808520011
m60382,60382,"Mount Vernon, IA Urban Cluster",C,6455,2197,3.418,0.006,41.924957,-91.409527,0.7317285384070442,-1.5953972138406547
m60409,60409,"Mount Vernon, KY Urban Cluster",C,2626,1227,1.863,0.0,37.354144,-84.345792,0.6519528020640847,-1.4721117806022932
m60436,60436,"Mount Vernon, MO Urban Cluster",C,4559,2000,2.916,0.0,37.102867,-93.81812,0.6475671910795511,-1.6374350920311422
m60463,60463,"Mount Vernon, OH Urban Cluster",C,22153,9256,13.337,0.097,40.393212,-82.467943,0.7049945448560837,-1.4393371326970101
m60473,60473,"Mount Vernon, TX Urban Cluster",C,2585,1110,2.843,0.007,33.169348,-95.22841,0.578914333339796,-1.6620492959390931
m60490,60490,"Mount Vernon, WA Urbanized Area",U,62966,24662,34.471,1.34,48.446473,-122.305923,0.8455504648285348,-2.134641051040661
m60517,60517,"Mukwonago, WI Urban Cluster",C,20255,7922,21.82,0.187,42.88289,-88.374566,0.7484476232705511,-1.542427151721035
m60546,60546,"Muldrow--Roland, OK Urban Cluster",C,5841,2460,4.251,0.026,35.41321,-94.50853,0.6180771132001811,-1.6494850197198363
m60571,60571,"Muleshoe, TX Urban Cluster",C,5105,1874,2.427,0.0,34.227804,-102.733169,0.5973878755272852,-1.7930320500577703
m60598,60598,"Mullins, SC Urban Cluster",C,5512,2608,3.871,0.0,34.203933,-79.260391,0.5969712479815416,-1.3833547893680809
m60625,60625,"Muncie, IN Urbanized Area",U,90580,40634,46.667,0.273,40.197161,-85.403847,0.7015728094042564,-1.4905783240194816
m60652,60652,"Muncy, PA Urban Cluster",C,9495,3615,7.942,0.212,41.21758,-76.772219,0.7193824807041643,-1.3399279956121486
m60684,60684,"Munising, MI Urban Cluster",C,2972,1073,3.282,0.006,46.380374,-86.656694,0.8094902346063726,-1.512444629193215
m60706,60706,"Murfreesboro, NC Urban Cluster",C,2786,1059,1.47,0.006,36.436052,-77.104051,0.6359290738278649,-1.3457195565756264
m60733,60733,"Murfreesboro, TN Urbanized Area",U,133228,54281,77.339,0.163,35.848305,-86.406053,0.6256709535091458,-1.508070118502724
m60760,60760,"Murphysboro, IL Urban Cluster",C,9661,4810,7.89,0.08,37.776745,-89.33389,0.6593285809363052,-1.559170514114437
m60787,60787,"Murray, KY Urban Cluster",C,19072,8834,11.61,0.019,36.608658,-88.325636,0.6389416168365623,-1.5415731621180342
m60799,60799,"Murrieta--Temecula--Menifee, CA Urbanized Area",U,441546,151268,161.724,0.849,33.63797,-117.230253,0.587093330187077,-2.04605389779596
m60814,60814,"Muscatine, IA Urban Cluster",C,25342,10739,14.544,0.035,41.427982,-91.062586,0.7230546883569454,-1.5893419510804927
m60841,60841,"Muskegon, MI Urbanized Area",U,161280,70880,112.293,5.404,43.165629,-86.212944,0.7533823497443475,-1.50469973063749
m60868,60868,"Muskogee, OK Urban Cluster",C,42052,19081,28.04,0.027,35.751755,-95.350144,0.6239858381163453,-1.664173955050716
m60895,60895,"Myrtle Beach--Socastee, SC--NC Urbanized Area",U,215304,171688,190.372,3.613,33.763581,-78.850433,0.5892856557137995,-1.3761996724731898
m60930,60930,"Mystic Island, NJ Urban Cluster",C,22217,11663,12.692,0.646,39.593926,-74.354788,0.6910443724909884,-1.2977358652223694
m60949,60949,"Nacogdoches, TX Urban Cluster",C,34546,14082,24.249,0.084,31.611686,-94.654803,0.5517280028065962,-1.6520379651766064
m60976,60976,"Nampa, ID Urbanized Area",U,151499,55449,69.396,0.198,43.615843,-116.610339,0.7612400663829211,-2.0352343574167517
m61003,61003,"Nantucket, MA Urban Cluster",C,8250,7222,7.859,0.188,41.263566,-70.088953,0.7201850878139864,-1.2232829991255572
m61030,61030,"Nanty-Glo, PA Urban Cluster",C,3918,1817,3.601,0.001,40.460986,-78.837826,0.7061774243033303,-1.3759796388143912
m61057,61057,"Napa, CA Urbanized Area",U,83913,32387,25.82,0.262,38.295818,-122.290782,0.6683881138445097,-2.1343767907386164
m61084,61084,"Napoleon, OH Urban Cluster",C,8724,4052,5.395,0.157,41.396114,-84.126404,0.7224984868309199,-1.4682827376629275
m61111,61111,"Nappanee, IN Urban Cluster",C,6937,2950,4.045,0.001,41.444323,-85.996296,0.7233398926100139,-1.5009185097196296
m61138,61138,"Narrows, VA--WV Urban Cluster",C,4229,1962,2.882,0.054,37.40404,-80.801092,0.6528236515476598,-1.4102450946068499
m61165,61165,"Nashua, NH--MA Urbanized Area",U,226400,91802,182.278,3.573,42.820934,-71.440785,0.7473662870791856,-1.2468769184593773
m61192,61192,"Nashville, AR Urban Cluster",C,4488,1945,3.375,0.004,33.941924,-93.851658,0.5923983282616838,-1.6380204405556762
m61219,61219,"Nashville, GA Urban Cluster",C,4601,2114,3.279,0.044,31.20447,-83.247063,0.544620742839795,-1.4529353419651483
m61246,61246,"Nashville, IL Urban Cluster",C,3238,1443,1.593,0.01,38.341635,-89.384152,0.669187771347896,-1.5600477515030744
m61273,61273,"Nashville-Davidson, TN Urbanized Area",U,969587,415974,563.468,16.005,36.128138,-86.681006,0.630554960714879,-1.5128689536409599
m61300,61300,"Nassau Village-Ratliff, FL Urban Cluster",C,5243,2135,7.046,0.0,30.524828,-81.78805,0.5327587522049556,-1.4274707612857482
m61327,61327,"Natchez, MS--LA Urban Cluster",C,28199,13150,21.404,0.121,31.55913,-91.40513,0.550810727564918,-1.5953204717134444
m61354,61354,"Natchitoches, LA Urban Cluster",C,19763,8431,11.796,0.443,31.754426,-93.083408,0.5542192857808929,-1.62461194857723
m61381,61381,"Navasota, TX Urban Cluster",C,8273,2691,8.151,0.075,30.363561,-96.083775,0.529944112080142,-1.6769782314954145
m61408,61408,"Nebraska City, NE Urban Cluster",C,7066,3178,3.407,0.0,40.675682,-95.860014,0.7099245763941922,-1.6730728653078595
m61435,61435,"Needles, CA--AZ Urban Cluster",C,8520,4616,10.029,0.128,34.859248,-114.589385,0.6084086523692483,-1.9999620560854023
m61462,61462,"Needville, TX Urban Cluster",C,2844,1104,1.653,0.001,29.394952,-95.838154,0.5130386958656923,-1.6726913363333737
m61478,61478,"Nelson, GA Urban Cluster",C,4091,1624,4.49,0.007,34.377527,-84.388052,0.6000010348432486,-1.4728493567441858
m61489,61489,"Nelsonville, OH Urban Cluster",C,6359,2511,3.912,0.068,39.460464,-82.216624,0.6887150211646916,-1.4349507886741903
m61516,61516,"Neodesha, KS Urban Cluster",C,2570,1242,1.429,0.002,37.425454,-95.684282,0.6531973963536819,-1.6700057633067449
m61543,61543,"Neosho, MO Urban Cluster",C,11955,5017,8.214,0.011,36.857375,-94.378464,0.643282547392245,-1.6472149397749374
m61570,61570,"Nephi, UT Urban Cluster",C,5249,1809,3.182,0.0,39.711038,-111.831278,0.6930883624845839,-1.951824007813099
m61597,61597,"Nevada, IA Urban Cluster",C,6728,2957,3.274,0.019,42.016121,-93.453302,0.7333196503663324,-1.6310678167606016
m61624,61624,"Nevada, MO Urban Cluster",C,8832,4167,5.569,0.033,37.838701,-94.357269,0.6604099171276708,-1.6468450172399773
m61651,61651,"New Albany, MS Urban Cluster",C,6632,2795,6.044,0.0,34.496911,-89.028819,0.6020846787174495,-1.5538460207120854
m61678,61678,"Newark, NY Urban Cluster",C,13799,6111,7.367,0.028,43.049603,-77.061877,0.7513573140264284,-1.3449834814168902
m61705,61705,"Newark, OH Urbanized Area",U,76068,34107,42.124,0.384,40.031665,-82.45763,0.6986843593053758,-1.4391571368912517
m61732,61732,"Newaygo, MI Urban Cluster",C,3335,1822,3.397,1.647,43.388269,-85.768307,0.7572681507909875,-1.4969393510113
m61759,61759,"New Baden, IL Urban Cluster",C,3424,1357,1.308,0.0,38.538515,-89.696976,0.6726239755792225,-1.5655075602823334
m61786,61786,"New Bedford, MA Urbanized Area",U,149443,64978,55.1,5.593,41.673929,-70.937061,0.7273472732923479,-1.2380852761380612
m61813,61813,"Newberg, OR Urban Cluster",C,27001,10093,9.885,0.016,45.299898,-122.973965,0.7906323709175942,-2.146300583482269
m61840,61840,"New Bern, NC Urbanized Area",U,50503,23602,43.411,1.827,35.070213,-77.050418,0.6120906862257182,-1.3447834841379043
m61867,61867,"Newberry, MI Urban Cluster",C,3225,1100,1.489,0.0,46.343636,-85.510244,0.8088490355457748,-1.492435301983726
m61894,61894,"Newberry, SC Urban Cluster",C,12046,5254,9.119,0.01,34.288752,-81.617768,0.5984516187997907,-1.4244987797288673
m61921,61921,"New Boston, TX Urban Cluster",C,4707,2177,4.503,0.005,33.463558,-94.424873,0.5840492665320886,-1.6480249296274956
m61975,61975,"New Bremen--Minster, OH Urban Cluster",C,7431,3040,5.659,0.002,40.396653,-84.375259,0.7050546016356449,-1.4726260767729782
m62056,62056,"New Carlisle, IN Urban Cluster",C,3662,1588,3.011,0.558,41.702754,-86.517694,0.7278503644492353,-1.510018621532943
m62110,62110,"New Castle, CO Urban Cluster",C,5449,2055,2.346,0.064,39.576022,-107.534424,0.6907318887417113,-1.876829758035611
m62137,62137,"New Castle, IN Urban Cluster",C,22816,9976,12.852,0.039,39.924639,-85.374501,0.6968164032201363,-1.4900661396971913
m62164,62164,"New Castle, PA Urban Cluster",C,41907,19772,28.622,0.358,40.994128,-80.340103,0.7154825075839981,-1.402199318741374
m62191,62191,"Newcastle, WY Urban Cluster",C,3277,1654,2.278,0.0,43.850565,-104.209311,0.7653367381097873,-1.8187955881847444
m62218,62218,"Newcomerstown, OH Urban Cluster",C,4170,1992,2.283,0.045,40.274247,-81.602746,0.7029182139114487,-1.4242365963686325
m62245,62245,"New Concord, OH Urban Cluster",C,2949,938,1.899,0.0,39.993115,-81.745463,0.698011534878732,-1.4267274779172012
m62272,62272,"New Cordell, OK Urban Cluster",C,2876,1363,1.767,0.0,35.296902,-98.986776,0.6160471556537715,-1.7276451571341027
m62326,62326,"Newfane, NY Urban Cluster",C,5626,2725,4.843,0.0,43.286059,-78.706512,0.7554842497625242,-1.3736877771604274
m62353,62353,"New Freedom--Shrewsbury, PA--MD Urban Cluster",C,14179,5763,9.47,0.009,39.762261,-76.696954,0.693982372487333,-1.338614373550635
m62380,62380,"New Hampton, IA Urban Cluster",C,3292,1563,1.522,0.0,43.060256,-92.316506,0.7515432439516435,-1.6112269836371005
m62407,62407,"New Haven, CT Urbanized Area",U,562839,239054,306.109,6.115,41.323002,-72.903346,0.7212224417082018,-1.2724034234206378
m62461,62461,"New Lebanon, OH Urban Cluster",C,4078,1698,1.838,0.0,39.741804,-84.394573,0.6936253304822525,-1.4729631696647083
m62488,62488,"New Lexington, OH Urban Cluster",C,4940,2087,1.957,0.002,39.716784,-82.20666,0.6931886491034035,-1.4347768840675217
m62505,62505,"New London, MN Urban Cluster",C,3188,1906,2.795,0.032,45.299871,-94.958803,0.7906318996786963,-1.6573437661026689
m62515,62515,"New London, WI Urban Cluster",C,7643,3458,3.744,0.118,44.389499,-88.74935,0.7747429108607303,-1.5489683665048297
m62542,62542,"New Madrid, MO Urban Cluster",C,3214,1505,1.868,0.002,36.596117,-89.540947,0.6387227350950696,-1.5627843405037392
m62569,62569,"Newman, CA Urban Cluster",C,10223,3356,1.899,0.0,37.315711,-121.020618,0.6512820196726657,-2.112208246898315
m62623,62623,"New Martinsville, WV--OH Urban Cluster",C,6138,3001,4.075,0.418,39.637767,-80.866701,0.6918095422883551,-1.4113901876757913
m62677,62677,"New Orleans, LA Urbanized Area",U,899703,426562,251.393,17.224,29.954653,-90.143683,0.5228073211423969,-1.5733040682240396
m62731,62731,"New Philadelphia--Dover, OH Urban Cluster",C,46366,20712,22.594,0.313,40.49161,-81.444406,0.7067119139334611,-1.4214730420310249
m62758,62758,"Newport, AR Urban Cluster",C,6288,3072,4.533,0.02,35.612144,-91.262068,0.6215491664943436,-1.5928235687789565
m62785,62785,"Newport, NH Urban Cluster",C,3142,1501,3.417,0.0,43.373211,-72.179047,0.7570053391122222,-1.2597620211017355
m62839,62839,"Newport, OR Urban Cluster",C,11188,6291,7.456,0.279,44.641081,-124.057796,0.7791338450994827,-2.165217002967451
m62866,62866,"Newport, PA Urban Cluster",C,2657,1232,0.793,0.0,40.478014,-77.134107,0.70647461896836,-1.3462441327356058
m62893,62893,"Newport, TN Urban Cluster",C,11603,5499,9.853,0.003,35.972902,-83.167714,0.6278455813972532,-1.4515504406569832
m62920,62920,"Newport, VT Urban Cluster",C,4004,1842,2.766,0.108,44.935595,-72.205827,0.7842740840927013,-1.2602294202754196
m62930,62930,"Newport, WA--ID Urban Cluster",C,2619,1191,1.358,0.013,48.180595,-117.047668,0.8409100183199173,-2.0428671883812064
m62947,62947,"New Prague, MN Urban Cluster",C,7850,3028,4.401,0.0,44.540152,-93.574342,0.7773723017387374,-1.6331803632872155
m62964,62964,"New Richmond, OH Urban Cluster",C,2838,1184,2.768,0.027,38.973725,-84.281559,0.680219823016827,-1.4709907032638596
m62974,62974,"New Richmond, WI Urban Cluster",C,8275,3649,4.14,0.022,45.11376,-92.535631,0.7873836499545172,-1.6150514363605328
m63001,63001,"New Roads, LA Urban Cluster",C,7947,4351,8.135,1.459,30.692198,-91.458663,0.5356799097740186,-1.5962547988219147
m63028,63028,"New Tazewell, TN Urban Cluster",C,4598,2175,5.188,0.0,36.45035,-83.591895,0.6361786210043151,-1.4589537957313852
m63055,63055,"Newton, IL Urban Cluster",C,2923,1411,2.269,0.0,38.986966,-88.165444,0.6804509220630836,-1.5387772842826795
m63082,63082,"Newton, IA Urban Cluster",C,15655,7558,8.276,0.0,41.699249,-93.043888,0.727789190658953,-1.6239221944568418
m63109,63109,"Newton, KS Urban Cluster",C,20654,8895,10.031,0.009,38.042165,-97.346807,0.6639610338369486,-1.6990222984534633
m63136,63136,"Newton, MS Urban Cluster",C,2810,1228,2.913,0.016,32.321816,-89.159697,0.5641221094237835,-1.5561302727305104
m63137,63137,"Newton, NJ Urban Cluster",C,11941,5243,8.614,0.273,41.058697,-74.752061,0.7166094492287183,-1.304669587101645
m63163,63163,"New Ulm, MN Urban Cluster",C,13367,5912,7.144,0.0,44.308068,-94.463747,0.7733216717975389,-1.6487034089209158
